id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L2-S024,Jaringan Komputer,B,Dr. Yoga M.Eng. (D12),"['Joko (A10)', 'Rama (A02)']",Lab-H,['Alat-11'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-C287A1708DFF', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-9CCE810B9D2D', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-71B1CC6E6D4B', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-5C65CD7928BA', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-951060ABB8AD', 'kondisi': 'Baik'}]",Rabu,10,6
L2-S038,Sistem Operasi,C,"Dr. Umi S.Kom., M.Kom. (D15)","['Budi (A11)', 'Zahra (A21)']",Lab-D,"['Alat-01', 'Alat-12']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Kamis,1,6
L2-S012,Keamanan Jaringan,A,"Dr. Adi S.Kom., M.Kom. (D05)","['Dewi (A01)', 'Putri (A16)']",Lab-A,['Alat-08'],"[{'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-577C27FBF9FB', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-230CA8F5315D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-BFCA72EB0AE1', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-04BA3DD4F418', 'kondisi': 'Perlu Perbaikan'}]",Kamis,2,6
L2-S037,Pemrograman Web,B,Dr. Yoga M.Eng. (D09),['Indah (A20)'],Lab-F,['Alat-06'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Kamis,3,6
L2-S018,Multimedia,B,"Dr. Sari S.T., M.T. (D02)",['Hadi (A22)'],Lab-C,['Alat-03'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-46CA227E7CBE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-F71B943EC556', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-04F60C42AA5B', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-7F90239D050A', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-F1624E85F00C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-5A187DB706D8', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1CCA96B6E9AE', 'kondisi': 'Baik'}]",Kamis,4,7
L2-S045,Algoritma & Pemrograman,C,Dr. Hadi M.Eng. (D04),"['Budi (A11)', 'Vina (A09)']",Lab-H,"['Alat-05', 'Alat-07']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-C287A1708DFF', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-9CCE810B9D2D', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-71B1CC6E6D4B', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-5C65CD7928BA', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-951060ABB8AD', 'kondisi': 'Baik'}]",Kamis,4,7
L2-S005,Jaringan Komputer,A,Dr. Yoga M.Eng. (D09),"['Dewi (A14)', 'Indah (A06)']",Lab-F,"['Alat-01', 'Alat-11', 'Alat-12']","[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Kamis,5,7
L2-S054,Pemrograman Mobile,B,Dr. Kartika M.Eng. (D14),"['Eka (A19)', 'Putri (A15)']",Lab-E,['Alat-06'],"[{'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-A3B5D0584693', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-4BF1E271E48F', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-90122A6EB39F', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-3E015DEF35DC', 'kondisi': 'Dalam Perawatan'}]",Kamis,5,7
L2-S041,Machine Learning,C,"Dr. Adi S.Kom., M.Kom. (D05)",['Taufik (A04)'],Lab-D,"['Alat-02', 'Alat-10']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Kamis,6,7
L2-S036,Sistem Operasi,A,Dr. Kartika M.Eng. (D14),['Kartika (A07)'],Lab-G,"['Alat-03', 'Alat-09', 'Alat-15']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-21D601430B04', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-953C5C042370', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-2D0045FB696E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-6A9806D6ABC6', 'kondisi': 'Baik'}]",Kamis,7,8
L2-S061,Sistem Digital,C,Dr. Taufik Ph.D. (D11),"['Dewi (A14)', 'Putri (A16)']",Lab-F,['Alat-08'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Kamis,7,8
L2-S032,Sistem Digital,B,Dr. Hadi M.Eng. (D04),['Gita (A17)'],Lab-D,"['Alat-10', 'Alat-11']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Kamis,8,8
L2-S026,Basis Data,C,"Dr. Adi S.Kom., M.Kom. (D05)","['Budi (A11)', 'Joko (A10)']",Lab-C,['Alat-07'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-46CA227E7CBE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-F71B943EC556', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-04F60C42AA5B', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-7F90239D050A', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-F1624E85F00C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-5A187DB706D8', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1CCA96B6E9AE', 'kondisi': 'Baik'}]",Kamis,9,8
L2-S050,Sistem Operasi,B,Dr. Yoga Ph.D. (D10),['Lutfi (A12)'],Lab-E,"['Alat-02', 'Alat-03', 'Alat-11']","[{'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-A3B5D0584693', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-4BF1E271E48F', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-90122A6EB39F', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-3E015DEF35DC', 'kondisi': 'Dalam Perawatan'}]",Kamis,10,9
L2-S002,Kecerdasan Buatan,A,"Dr. Adi S.Kom., M.Kom. (D05)","['Indah (A06)', 'Vina (A09)']",Lab-G,"['Alat-13', 'Alat-15']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-21D601430B04', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-953C5C042370', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-2D0045FB696E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-6A9806D6ABC6', 'kondisi': 'Baik'}]",Kamis,10,9
L2-S065,Kecerdasan Buatan,B,"Dr. Lutfi S.T., M.T. (D13)",['Dewi (A14)'],Lab-F,"['Alat-06', 'Alat-10', 'Alat-14']","[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Jumat,1,9
L2-S058,Kecerdasan Buatan,B,Dr. Yoga M.Eng. (D09),['Budi (A11)'],Lab-A,['Alat-07'],"[{'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-577C27FBF9FB', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-230CA8F5315D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-BFCA72EB0AE1', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-04BA3DD4F418', 'kondisi': 'Perlu Perbaikan'}]",Jumat,1,9
L2-S007,Data Mining,C,Dr. Dewi M.Cs. (D06),"['Eka (A19)', 'Indah (A20)']",Lab-D,['Alat-01'],"[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Jumat,2,9
L2-S028,Mikrokontroler,C,Dr. Yoga M.Eng. (D12),"['Eka (A19)', 'Putri (A15)']",Lab-G,['Alat-03'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-21D601430B04', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-953C5C042370', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-2D0045FB696E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-6A9806D6ABC6', 'kondisi': 'Baik'}]",Jumat,3,10
L2-S046,Pemrograman Mobile,A,Dr. Kartika M.Eng. (D14),"['Indah (A20)', 'Taufik (A04)']",Lab-H,['Alat-10'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-C287A1708DFF', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-9CCE810B9D2D', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-71B1CC6E6D4B', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-5C65CD7928BA', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-951060ABB8AD', 'kondisi': 'Baik'}]",Jumat,3,10
L2-S001,Rekayasa Perangkat Lunak,C,Dr. Hadi M.Eng. (D04),"['Budi (A11)', 'Dewi (A14)']",Lab-D,['Alat-11'],"[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Jumat,4,10
L2-S042,Jaringan Komputer,A,Dr. Dewi M.Cs. (D06),"['Gita (A18)', 'Hadi (A22)']",Lab-F,"['Alat-01', 'Alat-09']","[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Jumat,5,10
L2-S021,Machine Learning,B,Dr. Yoga M.Eng. (D09),['Indah (A06)'],Lab-E,"['Alat-02', 'Alat-11', 'Alat-13']","[{'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-A3B5D0584693', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-4BF1E271E48F', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-90122A6EB39F', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-3E015DEF35DC', 'kondisi': 'Dalam Perawatan'}]",Jumat,6,11
L2-S039,Komputasi Awan,A,"Dr. Umi S.Kom., M.Kom. (D15)","['Citra (A03)', 'Dewi (A01)']",Lab-B,['Alat-10'],"[{'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-64E75222E657', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-EC48D3B81462', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-4398557E1EFA', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-6FBA73BB0483', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-281180E64D29', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-595AD0C1018D', 'kondisi': 'Baik'}]",Jumat,6,11
L2-S063,Algoritma & Pemrograman,A,Dr. Taufik Ph.D. (D11),"['Budi (A11)', 'Taufik (A04)']",Lab-D,['Alat-09'],"[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-4CE596856B72', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-33966505A892', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-779143C98301', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-73FA5401F8C3', 'kondisi': 'Baik'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-BD7E92E4E868', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4FCF88C8FE7A', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-027A6C806A42', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-BA430D5D48D0', 'kondisi': 'Baik'}]",Jumat,7,11
L2-S053,Jaringan Komputer,A,Dr. Farhan Ph.D. (D03),"['Putri (A15)', 'Vina (A09)']",Lab-F,['Alat-06'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Jumat,7,11
L2-S051,IoT,A,Dr. Hadi M.Eng. (D04),"['Dewi (A08)', 'Gita (A18)']",Lab-C,"['Alat-01', 'Alat-12']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-46CA227E7CBE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-F71B943EC556', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-04F60C42AA5B', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-7F90239D050A', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-F1624E85F00C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-5A187DB706D8', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1CCA96B6E9AE', 'kondisi': 'Baik'}]",Jumat,8,11
L2-S056,Machine Learning,A,"Dr. Adi S.Kom., M.Kom. (D05)","['Gita (A18)', 'Vina (A09)']",Lab-F,['Alat-12'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Jumat,9,12
L2-S029,Jaringan Komputer,A,Dr. Dewi M.Cs. (D06),"['Indah (A20)', 'Putri (A15)']",Lab-E,['Alat-08'],"[{'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-A3B5D0584693', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-4BF1E271E48F', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-90122A6EB39F', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-3E015DEF35DC', 'kondisi': 'Dalam Perawatan'}]",Jumat,9,12
L2-S003,Sistem Tertanam,B,Dr. Taufik Ph.D. (D11),['Citra (A03)'],Lab-F,['Alat-06'],"[{'nama_alat': 'Sound System', 'rfid': 'RFID-3455CB807522', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-B38B0D466021', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-DA3C8BB31CA0', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-AFD9ADEF246F', 'kondisi': 'Baik'}]",Jumat,10,13
L2-S017,Jaringan Komputer,C,Dr. Dewi M.Cs. (D06),['Eka (A19)'],Lab-A,['Alat-09'],"[{'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-577C27FBF9FB', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-230CA8F5315D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-BFCA72EB0AE1', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-04BA3DD4F418', 'kondisi': 'Perlu Perbaikan'}]",Jumat,10,13
