id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L1-S033,Data Mining,A,"Dr. Budi S.T., M.T. (D12)",['Budi (A15)'],Lab-G,"['Alat-01', 'Alat-05']","[{'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-9E07D320BC65', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-3CC7C5EB9DAD', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-AF1F3E97ECAE', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-146CCBB815B0', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-A8626707A00B', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-8A72E3D6895F', 'kondisi': 'Perlu Perbaikan'}]",Kamis,3,7
L1-S018,Basis Data,A,Dr. Oka M.Cs. (D05),"['Budi (A17)', 'Farhan (A18)']",Lab-F,"['Alat-02', 'Alat-04', 'Alat-07']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Kamis,4,7
L1-S042,Mikrokontroler,B,"Dr. Eka S.T., M.T. (D14)",['Citra (A12)'],Lab-D,"['Alat-05', 'Alat-06']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Kamis,5,8
L1-S001,Grafika Komputer,C,"Dr. Wira S.T., M.T. (D04)",['Farhan (A10)'],Lab-B,"['Alat-01', 'Alat-07', 'Alat-13']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-A949E5522DBF', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-345CFD60810D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E88153763139', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-36065429B304', 'kondisi': 'Dalam Perawatan'}]",Kamis,6,8
L1-S046,Multimedia,B,Dr. Oka M.Eng. (D03),"['Farhan (A16)', 'Farhan (A18)']",Lab-H,"['Alat-10', 'Alat-11', 'Alat-12']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Kamis,7,8
L1-S040,Sistem Digital,A,"Dr. Yoga S.Kom., M.Kom. (D02)","['Maya (A05)', 'Putri (A03)']",Lab-A,['Alat-08'],"[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Kamis,8,8
L1-S021,Sistem Operasi,B,Dr. Budi M.Eng. (D01),['Eka (A04)'],Lab-H,"['Alat-05', 'Alat-06']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Kamis,9,9
L1-S048,Data Mining,B,Dr. Lutfi M.Cs. (D09),"['Citra (A12)', 'Maya (A11)']",Lab-F,"['Alat-01', 'Alat-07']","[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Kamis,10,9
L1-S005,Pemrograman Mobile,B,"Dr. Budi S.T., M.T. (D12)",['Farhan (A16)'],Lab-E,"['Alat-02', 'Alat-10', 'Alat-12']","[{'nama_alat': 'Sound System', 'rfid': 'RFID-1108116A3A8E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-F5E5460B1906', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-D8070F6CC10B', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-159415FE762A', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-476F51F8BCEB', 'kondisi': 'Dalam Perawatan'}]",Jumat,1,9
L1-S047,Pemrograman Web,B,Dr. Sari Ph.D. (D10),"['Budi (A17)', 'Rama (A02)']",Lab-A,"['Alat-08', 'Alat-14']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Jumat,2,9
L1-S004,Struktur Data,C,Dr. Sari Ph.D. (D10),"['Budi (A17)', 'Umi (A06)']",Lab-A,"['Alat-05', 'Alat-09']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-D7AB5A7215E4', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-29F817CFB0F9', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-5ADB94B6921C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-20CDC184C75F', 'kondisi': 'Baik'}]",Jumat,3,10
L1-S012,Pemrograman Web,A,Dr. Budi M.Eng. (D01),"['Eka (A04)', 'Maya (A05)']",Lab-F,['Alat-10'],"[{'nama_alat': 'Osiloskop', 'rfid': 'RFID-BDA29760E359', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-0FD0B2F7B4A0', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-42780268B2D5', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-5751E9C27446', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Router', 'rfid': 'RFID-F9BFEF9E5E92', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-EE5BD7A6E836', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-8E333E4EEB10', 'kondisi': 'Baik'}]",Jumat,4,10
L1-S027,Komputasi Awan,B,Dr. Dewi Ph.D. (D13),['Putri (A03)'],Lab-D,"['Alat-01', 'Alat-08']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Jumat,5,10
L1-S026,Basis Data,A,Dr. Nanda M.Cs. (D08),['Taufik (A14)'],Lab-D,"['Alat-01', 'Alat-05']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Jumat,6,11
L1-S044,Machine Learning,A,Dr. Budi M.Eng. (D01),"['Eka (A04)', 'Farhan (A01)']",Lab-H,"['Alat-06', 'Alat-13']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-CF8DF2060412', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-637F29813411', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-4E4055D041F9', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-9A46C30E59F3', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-D01B3594DB90', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F419063D6D9B', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-A995301E6B97', 'kondisi': 'Dalam Perawatan'}]",Jumat,7,11
L1-S028,Mikrokontroler,C,"Dr. Yoga S.Kom., M.Kom. (D02)",['Farhan (A10)'],Lab-B,"['Alat-05', 'Alat-07']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-A949E5522DBF', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-345CFD60810D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E88153763139', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-36065429B304', 'kondisi': 'Dalam Perawatan'}]",Jumat,8,12
L1-S041,Keamanan Jaringan,C,"Dr. Yoga S.Kom., M.Kom. (D02)",['Farhan (A16)'],Lab-B,"['Alat-03', 'Alat-05', 'Alat-12']","[{'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-A949E5522DBF', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-345CFD60810D', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E88153763139', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-36065429B304', 'kondisi': 'Dalam Perawatan'}]",Jumat,9,13
L1-S050,Algoritma & Pemrograman,B,"Dr. Budi S.T., M.T. (D12)","['Indah (A20)', 'Umi (A06)']",Lab-D,"['Alat-05', 'Alat-10', 'Alat-12']","[{'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-6777A1A7D4A3', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-1A62204E1850', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-3D60A1EE93C0', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-1098DCA4622B', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-C6ADA7936D70', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-7E2D1110DFAD', 'kondisi': 'Baik'}]",Jumat,10,14
