id_sesi,mata_kuliah,kelas,dosen,asisten,ruang_lab,peralatan_lab,inventaris_ruang_lab,hari,slot,warna_graph
L4-S079,Sistem Digital,B,"Dr. Kartika S.T., M.T. (D08)","['Dewi (A24)', 'Rama (A06)']",Lab-G,"['Alat-02', 'Alat-13', 'Alat-14']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Selasa,10,5
L4-S068,Kecerdasan Buatan,A,"Dr. Adi S.T., M.T. (D07)","['Citra (A14)', 'Joko (A21)']",Lab-F,['Alat-10'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Selasa,10,5
L4-S010,Struktur Data,B,Dr. Putri Ph.D. (D15),"['Kartika (A05)', 'Nanda (A03)']",Lab-C,"['Alat-01', 'Alat-03']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Rabu,1,5
L4-S059,Sistem Digital,C,Dr. Eka M.Cs. (D05),"['Dewi (A02)', 'Yoga (A08)']",Lab-B,['Alat-04'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Rabu,1,5
L4-S020,Rekayasa Perangkat Lunak,C,Dr. Budi M.Cs. (D02),"['Maya (A18)', 'Oka (A07)']",Lab-A,"['Alat-07', 'Alat-11', 'Alat-16']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Rabu,2,5
L4-S061,IoT,A,Dr. Budi M.Cs. (D02),"['Indah (A09)', 'Joko (A21)']",Lab-I,"['Alat-04', 'Alat-06', 'Alat-16']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Rabu,3,6
L4-S056,Rekayasa Perangkat Lunak,C,"Dr. Yoga S.T., M.T. (D12)",['Maya (A18)'],Lab-E,"['Alat-05', 'Alat-07', 'Alat-10']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Rabu,3,6
L4-S003,Data Mining,C,"Dr. Kartika S.T., M.T. (D08)","['Hadi (A04)', 'Lutfi (A22)']",Lab-D,"['Alat-01', 'Alat-12', 'Alat-15']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Rabu,4,6
L4-S001,Mikrokontroler,B,Dr. Rama M.Eng. (D11),['Dewi (A24)'],Lab-C,['Alat-11'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Rabu,4,6
L4-S042,Sistem Digital,C,Dr. Eka M.Cs. (D05),"['Kartika (A05)', 'Umi (A12)']",Lab-G,"['Alat-03', 'Alat-08']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Rabu,5,6
L4-S032,Machine Learning,A,"Dr. Lutfi S.Kom., M.Kom. (D14)","['Farhan (A19)', 'Kartika (A16)']",Lab-B,"['Alat-09', 'Alat-14']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Rabu,5,6
L4-S049,Algoritma & Pemrograman,B,Dr. Maya Ph.D. (D13),['Hadi (A26)'],Lab-F,['Alat-02'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Rabu,6,6
L4-S036,Robotika,C,"Dr. Kartika S.T., M.T. (D08)","['Taufik (A25)', 'Umi (A12)']",Lab-G,"['Alat-04', 'Alat-12']","[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Rabu,7,7
L4-S093,Kecerdasan Buatan,A,Dr. Putri Ph.D. (D15),['Kartika (A05)'],Lab-H,"['Alat-07', 'Alat-11', 'Alat-16']","[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Rabu,7,7
L4-S057,Mikrokontroler,C,Dr. Rama M.Eng. (D11),"['Eka (A10)', 'Hadi (A26)']",Lab-E,"['Alat-01', 'Alat-03']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Rabu,8,7
L4-S041,Robotika,B,"Dr. Taufik S.Kom., M.Kom. (D03)","['Umi (A01)', 'Yoga (A08)']",Lab-C,['Alat-13'],"[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Rabu,8,7
L4-S034,Struktur Data,A,Dr. Citra Ph.D. (D01),['Hadi (A04)'],Lab-A,"['Alat-05', 'Alat-08', 'Alat-14']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Rabu,9,7
L4-S072,Machine Learning,C,Dr. Budi M.Cs. (D02),"['Citra (A14)', 'Rama (A06)']",Lab-I,"['Alat-06', 'Alat-10']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Rabu,9,7
L4-S062,Multimedia,C,Dr. Vina M.Cs. (D04),['Umi (A01)'],Lab-C,"['Alat-02', 'Alat-12']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-41F5FCD24953', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-0A52A65F958E', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-D3BA55B5B692', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-FD58DC838ED3', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-B7F56F14795C', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-9CE92FC78F0A', 'kondisi': 'Baik'}, {'nama_alat': 'Proyektor', 'rfid': 'RFID-CDD393FFC2F8', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-75B94FA5FB3D', 'kondisi': 'Perlu Perbaikan'}]",Rabu,10,8
L4-S009,Pemrograman Web,C,Dr. Maya Ph.D. (D13),['Dewi (A02)'],Lab-A,['Alat-14'],"[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Rabu,10,8
L4-S089,Robotika,A,Dr. Eka M.Cs. (D05),"['Maya (A20)', 'Yoga (A08)']",Lab-H,"['Alat-06', 'Alat-17']","[{'nama_alat': 'UPS', 'rfid': 'RFID-8B34967AEFDE', 'kondisi': 'Baik'}, {'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-061766ED6669', 'kondisi': 'Baik'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-4D46E9D73C6B', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-633B2EE46B43', 'kondisi': 'Perlu Perbaikan'}]",Rabu,10,8
L4-S025,Sistem Digital,C,"Dr. Adi S.T., M.T. (D07)",['Hadi (A26)'],Lab-E,"['Alat-01', 'Alat-08']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Kamis,1,8
L4-S038,Rekayasa Perangkat Lunak,B,"Dr. Kartika S.T., M.T. (D08)",['Gita (A23)'],Lab-D,['Alat-07'],"[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Kamis,1,8
L4-S088,Machine Learning,A,Dr. Budi M.Cs. (D02),['Umi (A15)'],Lab-F,"['Alat-05', 'Alat-11', 'Alat-13']","[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Kamis,2,8
L4-S074,Algoritma & Pemrograman,A,Dr. Zahra M.Cs. (D17),['Hadi (A04)'],Lab-B,"['Alat-15', 'Alat-16']","[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-7AE82BCE62AC', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-59A35D0C3546', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-E34552FAFAFD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-05E2170ED2DF', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-1373D6A6F5DD', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-5361FA3CA46F', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-E1B560BC38E6', 'kondisi': 'Perlu Perbaikan'}]",Kamis,2,8
L4-S050,Pemrograman Mobile,A,"Dr. Kartika S.T., M.T. (D08)","['Maya (A20)', 'Umi (A01)']",Lab-F,['Alat-14'],"[{'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-4A52DA3A6A1E', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-F00B785F90AD', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-FEC0C651653D', 'kondisi': 'Baik'}, {'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-ACF937E8BF96', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-9346298EB5D4', 'kondisi': 'Perlu Perbaikan'}]",Kamis,3,9
L4-S054,Pemrograman Mobile,B,"Dr. Lutfi S.Kom., M.Kom. (D14)",['Dewi (A11)'],Lab-A,"['Alat-07', 'Alat-11']","[{'nama_alat': 'Kamera CCTV', 'rfid': 'RFID-8AADB36B59AE', 'kondisi': 'Baik'}, {'nama_alat': 'PC Desktop Praktikum', 'rfid': 'RFID-6AF8B33F172C', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'UPS', 'rfid': 'RFID-CDB7B264200F', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-D49D85647400', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-5EEA40FE70C4', 'kondisi': 'Baik'}, {'nama_alat': 'Server Rack', 'rfid': 'RFID-8E0D2C9354A0', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-BB1389B0A352', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F62E23C55B9A', 'kondisi': 'Baik'}]",Kamis,3,9
L4-S023,Basis Data,C,Dr. Rama M.Eng. (D11),"['Hadi (A26)', 'Kartika (A05)']",Lab-G,['Alat-12'],"[{'nama_alat': 'Server Rack', 'rfid': 'RFID-2D2462803CAE', 'kondisi': 'Baik'}, {'nama_alat': 'Router', 'rfid': 'RFID-F557FD3B13F7', 'kondisi': 'Baik'}, {'nama_alat': 'UPS', 'rfid': 'RFID-A3FC3026B302', 'kondisi': 'Baik'}, {'nama_alat': 'Osiloskop', 'rfid': 'RFID-E7236221623D', 'kondisi': 'Baik'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-754C2019B64C', 'kondisi': 'Baik'}, {'nama_alat': 'Panel Listrik', 'rfid': 'RFID-58B50213CFBC', 'kondisi': 'Baik'}]",Kamis,4,9
L4-S047,Pemrograman Web,B,Dr. Zahra M.Cs. (D17),['Oka (A07)'],Lab-E,['Alat-16'],"[{'nama_alat': 'Whiteboard', 'rfid': 'RFID-83DB1956D317', 'kondisi': 'Baik'}, {'nama_alat': 'Rak Peralatan', 'rfid': 'RFID-3C18E93BBD3F', 'kondisi': 'Baik'}, {'nama_alat': 'Meja Kerja Lab', 'rfid': 'RFID-210B46B6456B', 'kondisi': 'Baik'}, {'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-A96EF2E4AC1D', 'kondisi': 'Baik'}]",Kamis,4,9
L4-S058,Rekayasa Perangkat Lunak,C,Dr. Maya Ph.D. (D13),"['Maya (A18)', 'Yoga (A08)']",Lab-D,"['Alat-03', 'Alat-05', 'Alat-08']","[{'nama_alat': 'Switch Jaringan', 'rfid': 'RFID-CD85A5530CED', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-70DF74A73066', 'kondisi': 'Baik'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-CCCDE8FFE4E8', 'kondisi': 'Baik'}, {'nama_alat': 'Kabel Jaringan Terpasang', 'rfid': 'RFID-0C727836F850', 'kondisi': 'Dalam Perawatan'}, {'nama_alat': 'Papan Tulis Digital', 'rfid': 'RFID-1823DB1A10DA', 'kondisi': 'Perlu Perbaikan'}]",Kamis,5,9
L4-S090,Jaringan Komputer,C,"Dr. Yoga S.T., M.T. (D12)",['Citra (A14)'],Lab-I,"['Alat-02', 'Alat-10', 'Alat-13']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Kamis,5,9
L4-S037,IoT,B,"Dr. Adi S.Kom., M.Kom. (D09)",['Dewi (A24)'],Lab-I,"['Alat-01', 'Alat-12']","[{'nama_alat': 'Modul Praktikum IoT', 'rfid': 'RFID-138425B11652', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Layar Proyeksi', 'rfid': 'RFID-75FE4A8DED9E', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'Sound System', 'rfid': 'RFID-976DA2E6828E', 'kondisi': 'Baik'}, {'nama_alat': 'Whiteboard', 'rfid': 'RFID-FD1695F2E3F1', 'kondisi': 'Perlu Perbaikan'}, {'nama_alat': 'AC (Pendingin Ruangan)', 'rfid': 'RFID-9F42022B9215', 'kondisi': 'Baik'}, {'nama_alat': 'Printer 3D', 'rfid': 'RFID-E932843FC706', 'kondisi': 'Baik'}, {'nama_alat': 'Access Point WiFi', 'rfid': 'RFID-F302B073E278', 'kondisi': 'Baik'}]",Kamis,6,10
